From,To ,Capacity,CU (%)
2796466,2809712,2,0.075930144
2832656,2810267,3,0.113895216
2814504,2810295,3,0.113895216
2780705,2774448,3,0.113895216
3065643,3553767,12,0.455580866
2808173,3125781,3,0.113895216
2815770,3417136,3,0.113895216
2783220,2776319,2,0.075930144
2810295,2814522,5,0.189825361
2796265,2796769,3,0.113895216
3261225,3553767,4,0.151860289
2809708,3553767,3,0.113895216
2793243,3553767,3,0.113895216
2796527,2825590,3,0.113895216
2808207,2776319,2,0.075930144
2793727,3476916,26,0.987091875
2814452,2793727,19,0.721336371
3524754,2795152,3,0.113895216
3062803,2810435,2,0.075930144
2808209,2794888,27,1.025056948
2808089,2810332,3,0.113895216
2792436,3553767,2,0.075930144
3760492,2810332,3,0.113895216
2771192,2792498,3,0.113895216
2794930,2795152,5,0.189825361
3263570,3374303,3,0.113895216
2808166,2795021,3,0.113895216
2804026,2825590,3,0.113895216
2796660,2813351,3,0.113895216
3402594,2792875,3,0.113895216
2808198,2810332,3,0.113895216
3079936,2814552,5,0.189825361
2795415,2810435,19,0.721336371
2815782,3374303,3,0.113895216
2912832,2807923,11,0.417615793
2792360,3553767,2,0.075930144
2810262,2810550,3,0.113895216
2796296,2806541,3,0.113895216
2795021,2793270,5,0.189825361
3407346,2792659,3,0.113895216
2772181,3553767,3,0.113895216
2796532,3553767,3,0.113895216
2937848,3149139,3,0.113895216
2774448,2795152,6,0.227790433
2794888,3553767,73,2.771450266
3692314,3258956,2,0.075930144
3085269,3417136,2,0.075930144
3846266,3821156,6,0.227790433
2797963,3065643,3,0.113895216
2769433,3553767,3,0.113895216
2794866,2807502,4,0.151860289
2796461,3553767,48,1.822323462
2810480,2795125,2,0.075930144
2796762,2793269,2,0.075930144
2796266,3258956,2,0.075930144
2810418,3846266,2,0.075930144
2772188,2792904,3,0.113895216
2796100,2817917,3,0.113895216
2808098,2810198,2,0.075930144
2795123,3149139,2,0.075930144
2810498,2793269,2,0.075930144
2792655,2809712,2,0.075930144
2808400,2817915,2,0.075930144
2796755,2795152,2,0.075930144
2793284,3553767,3,0.113895216
2810443,2794888,2,0.075930144
2796101,2793270,3,0.113895216
3079661,2769442,44,1.670463174
2821001,3553767,34,1.290812453
3307019,3553767,2,0.075930144
2796329,3553767,3,0.113895216
2793059,3553767,6,0.227790433
2807528,3553767,5,0.189825361
3281114,2912832,3,0.113895216
2807923,2794888,19,0.721336371
2806543,2792371,2,0.075930144
2792738,3553767,2,0.075930144
2794909,2825590,3,0.113895216
2792438,3065643,3,0.113895216
2814522,2810421,16,0.607441154
2814552,2795181,12,0.455580866
2810267,2796799,6,0.227790433
2792884,2795152,2,0.075930144
2810240,2794930,2,0.075930144
2795961,2795152,6,0.227790433
2830625,2808004,3,0.113895216
2792918,3553767,3,0.113895216
2792660,3553767,3,0.113895216
2792642,2806541,3,0.113895216
2807933,3846266,2,0.075930144
3092046,2793727,3,0.113895216
2814567,2783226,3,0.113895216
3125781,3139265,23,0.873196659
2793732,2810435,4,0.151860289
2774418,3553767,2,0.075930144
2807948,3553767,9,0.341685649
3139265,2846601,26,0.987091875
2794963,2795014,3,0.113895216
3680767,2795105,2,0.075930144
2792704,3553767,3,0.113895216
2792940,2794888,2,0.075930144
2810264,2846601,3,0.113895216
2793270,3553767,14,0.53151101
2793269,3553767,6,0.227790433
2792644,2796461,3,0.113895216
2807534,3553767,2,0.075930144
2814487,3270724,2,0.075930144
2807506,3553767,2,0.075930144
2795153,3553767,3,0.113895216
2795014,2796461,28,1.06302202
3395669,2809712,3,0.113895216
2808062,2810421,2,0.075930144
2795181,3553767,14,0.53151101
2808190,3149139,2,0.075930144
3251832,3553767,2,0.075930144
2795105,3553767,12,0.455580866
781534,2796799,2,0.075930144
2796443,2795152,2,0.075930144
2807510,3258956,3,0.113895216
2792929,3553767,9,0.341685649
2792498,2821001,11,0.417615793
2796322,2792433,3,0.113895216
2810067,2810053,2,0.075930144
2783334,3553767,2,0.075930144
2807502,3553767,11,0.417615793
3549363,3553767,3,0.113895216
2792433,3553767,9,0.341685649
2796200,2795152,14,0.53151101
2813385,2795152,2,0.075930144
2808011,2808209,2,0.075930144
3821156,2794888,9,0.341685649
3060491,3553767,3,0.113895216
3402914,2796769,3,0.113895216
2795024,2796461,2,0.075930144
3496829,3553767,2,0.075930144
2796000,2792659,2,0.075930144
2795125,2795152,4,0.151860289
2831753,2810421,3,0.113895216
2794938,2806541,2,0.075930144
2792480,3553767,2,0.075930144
2931292,2793270,3,0.113895216
2810425,2810285,2,0.075930144
2810198,2808047,5,0.189825361
3417136,2808209,21,0.797266515
3093123,2796461,2,0.075930144
2810332,2776319,12,0.455580866
2779749,2797547,2,0.075930144
2793049,3553767,5,0.189825361
2795368,2795415,3,0.113895216
2808047,2769442,8,0.303720577
2792927,2792929,3,0.113895216
2796273,2807528,3,0.113895216
2813351,2821001,9,0.341685649
2792800,2795152,3,0.113895216
2832199,3553767,3,0.113895216
2811322,2821001,7,0.265755505
2794329,2796269,2,0.075930144
2817915,2809712,8,0.303720577
2808498,3553767,6,0.227790433
2796376,3553767,3,0.113895216
2795057,2807502,2,0.075930144
2795075,3553767,2,0.075930144
2854402,3125781,2,0.075930144
2897882,3417136,5,0.189825361
2930255,2807502,2,0.075930144
2796612,3553767,3,0.113895216
2807946,2794888,3,0.113895216
2774445,2792904,2,0.075930144
2813401,2821001,3,0.113895216
3391939,2796200,3,0.113895216
2810209,2795014,19,0.721336371
3671787,2809712,3,0.113895216
2815794,3079661,38,1.442672741
2793219,2795140,3,0.113895216
2806541,3553767,21,0.797266515
2810196,2783226,5,0.189825361
2794969,2806541,2,0.075930144
2796235,3553767,2,0.075930144
2810446,2810421,2,0.075930144
2796563,2801934,2,0.075930144
2797263,2795415,3,0.113895216
2795360,2833743,3,0.113895216
2807918,2833743,3,0.113895216
2774367,2792371,2,0.075930144
2793712,2783226,3,0.113895216
2810300,2810550,2,0.075930144
3374642,3374303,2,0.075930144
3454701,2807948,2,0.075930144
2810320,2912832,3,0.113895216
2811875,2815794,3,0.113895216
3476916,3553767,29,1.100987092
3307161,3553767,2,0.075930144
3341218,2795152,2,0.075930144
2808004,2794888,5,0.189825361
2796206,2795961,3,0.113895216
2796683,3553767,3,0.113895216
2795975,2796461,2,0.075930144
2793205,3553767,3,0.113895216
2801935,2792659,6,0.227790433
2807524,3553767,3,0.113895216
2792484,3214736,2,0.075930144
3434656,2796461,2,0.075930144
2807499,3553767,5,0.189825361
2792510,3553767,2,0.075930144
3298419,2807499,3,0.113895216
2795122,3553767,2,0.075930144
2796708,2794866,2,0.075930144
3080908,3553767,7,0.265755505
3092069,3774385,2,0.075930144
2794879,2817917,2,0.075930144
2796223,3553767,4,0.151860289
2792628,2792606,2,0.075930144
3630226,3214736,2,0.075930144
2810353,3125781,2,0.075930144
2958252,2795415,3,0.113895216
3104005,2833743,3,0.113895216
2796312,2809712,3,0.113895216
2792809,3553767,3,0.113895216
2796799,3553767,70,2.657555049
3796491,2814522,3,0.113895216
2792900,2796799,2,0.075930144
2933351,2793049,2,0.075930144
2795124,2821001,2,0.075930144
2794851,3553767,3,0.113895216
3639754,2817915,3,0.113895216
3139397,3553767,3,0.113895216
2810244,2793059,3,0.113895216
2817917,2795105,8,0.303720577
2792875,3553767,5,0.189825361
2817392,2897882,2,0.075930144
3208167,2810415,2,0.075930144
2796651,3553767,3,0.113895216
3214736,3553767,10,0.379650721
2810470,3553767,3,0.113895216
3767299,2796461,3,0.113895216
2810421,3553767,34,1.290812453
2792587,3553767,3,0.113895216
3374134,2912832,2,0.075930144
2792507,2809712,2,0.075930144
3650170,3065643,3,0.113895216
2810553,2796223,2,0.075930144
2775897,2792433,3,0.113895216
2832658,2794888,2,0.075930144
2792805,3258956,2,0.075930144
3774385,3080908,5,0.189825361
3149139,2795152,9,0.341685649
2792606,3553767,10,0.379650721
2807531,3553767,2,0.075930144
2796328,3553767,2,0.075930144
3455957,3374303,3,0.113895216
3774384,3188666,3,0.113895216
3212805,2807923,3,0.113895216
3084561,2814552,2,0.075930144
2795140,3258956,8,0.303720577
2769442,2796799,58,2.201974184
2810435,2815794,33,1.25284738
2796280,3553767,3,0.113895216
2772201,3553767,2,0.075930144
2792964,2796834,2,0.075930144
2810550,3125781,7,0.265755505
3638109,2795014,3,0.113895216
2810265,2807923,3,0.113895216
2792578,2792606,2,0.075930144
2808161,2810421,3,0.113895216
2801934,3553767,5,0.189825361
3217867,2810196,3,0.113895216
3631761,2810430,3,0.113895216
2794884,2811322,2,0.075930144
3227625,2794888,3,0.113895216
3081130,2796200,3,0.113895216
2795152,2792659,79,2.999240699
2793253,2792929,2,0.075930144
2796367,2796461,2,0.075930144
2792946,2792606,2,0.075930144
2774521,2793732,2,0.075930144
2810053,2825590,5,0.189825361
2809712,3553767,53,2.012148823
2796410,3553767,2,0.075930144
3743731,2814522,2,0.075930144
2796015,3553767,2,0.075930144
3188666,2846601,19,0.721336371
2785480,2792606,2,0.075930144
2812152,2814522,3,0.113895216
2792610,3553767,2,0.075930144
3434608,2792371,3,0.113895216
2810535,2808209,2,0.075930144
3476064,3261225,2,0.075930144
2808210,2796461,2,0.075930144
2817919,2806541,2,0.075930144
2808151,2815785,2,0.075930144
3271260,2814552,3,0.113895216
3540366,2808283,3,0.113895216
3633663,2796834,3,0.113895216
3063439,3553767,3,0.113895216
2792371,3553767,10,0.379650721
2792535,2811322,2,0.075930144
2793221,3586650,3,0.113895216
3098292,2795415,2,0.075930144
3270724,2833743,4,0.151860289
2810415,2810435,5,0.189825361
3095646,3125781,3,0.113895216
2846601,3553767,51,1.936218679
2833743,2810209,16,0.607441154
2825590,2792904,17,0.645406226
2808808,3109434,2,0.075930144
2808846,3362487,3,0.113895216
2808975,2808662,3,0.113895216
3561914,1863539,2,0.075930144
2815666,2809227,3,0.113895216
2815642,1863539,3,0.113895216
2818085,2809443,5,0.189825361
2807361,2809443,2,0.075930144
2813339,1863539,3,0.113895216
2807130,3175045,3,0.113895216
2809483,2809443,12,0.455580866
2806599,3156877,4,0.151860289
2808927,2820837,3,0.113895216
2806631,2809584,3,0.113895216
2809511,3362487,2,0.075930144
2807161,2809443,2,0.075930144
2807329,2807441,3,0.113895216
2806655,2809443,3,0.113895216
2809389,2806599,2,0.075930144
2807441,2806625,20,0.759301443
2807144,1863539,5,0.189825361
3746007,2806860,2,0.075930144
2806786,2809443,2,0.075930144
2806931,2806625,2,0.075930144
2806597,3109434,3,0.113895216
3181669,1863539,3,0.113895216
2815560,3109434,2,0.075930144
3467371,2809443,2,0.075930144
2809157,3109434,2,0.075930144
3415447,2809443,2,0.075930144
2806769,2809443,3,0.113895216
2807108,2807064,2,0.075930144
2808793,1863539,3,0.113895216
2807381,2807441,2,0.075930144
2876214,1863539,3,0.113895216
2806584,2813303,2,0.075930144
2806731,2809443,2,0.075930144
3599177,2809443,3,0.113895216
2809443,1863539,274,10.40242976
2807460,2809443,3,0.113895216
2809105,2815675,2,0.075930144
2808888,2885173,3,0.113895216
2806782,3362487,3,0.113895216
2815630,1863539,2,0.075930144
2807017,2808948,2,0.075930144
2817115,2818092,2,0.075930144
2809415,2809325,2,0.075930144
2807413,1863539,78,2.961275626
2809459,2819581,8,0.303720577
2808936,2806623,3,0.113895216
2808837,3441031,3,0.113895216
2794020,1863539,3,0.113895216
2795843,2807064,3,0.113895216
3351420,2807134,2,0.075930144
3141845,3362487,2,0.075930144
2807188,1863539,3,0.113895216
3441751,1863539,2,0.075930144
3710097,1863539,3,0.113895216
3156877,1863539,26,0.987091875
2883817,2820824,3,0.113895216
3362487,1863539,36,1.366742597
3287361,3109434,2,0.075930144
2794041,3362487,3,0.113895216
2809613,3156877,3,0.113895216
3098223,2794123,2,0.075930144
2807414,2809443,2,0.075930144
2794138,2806650,3,0.113895216
2807155,3177604,2,0.075930144
2809017,2808948,3,0.113895216
2806647,2806623,3,0.113895216
2883795,2808662,5,0.189825361
2808834,2794123,3,0.113895216
2807250,1863539,7,0.265755505
2809455,1863539,3,0.113895216
2818092,3109434,13,0.493545938
2808875,1863539,5,0.189825361
2820830,1863539,3,0.113895216
3631553,3109434,2,0.075930144
2817054,3109434,2,0.075930144
2820824,1863539,10,0.379650721
2808891,3109434,3,0.113895216
2794035,1863539,2,0.075930144
2809325,2809443,5,0.189825361
2806625,1863539,33,1.25284738
2808769,2808989,2,0.075930144
2815601,1863539,3,0.113895216
2809358,2809443,3,0.113895216
2809191,2809172,3,0.113895216
2817095,2818092,3,0.113895216
2808742,2808807,3,0.113895216
2820860,3109434,2,0.075930144
3062082,3109434,2,0.075930144
2809022,2807413,2,0.075930144
3093346,3109434,2,0.075930144
2807472,2807450,3,0.113895216
2806634,1863539,3,0.113895216
2808925,2815610,2,0.075930144
2807208,3175045,2,0.075930144
2953760,3109434,2,0.075930144
3799692,3306611,2,0.075930144
2808813,2809447,2,0.075930144
2815637,2809443,2,0.075930144
2817107,2809172,3,0.113895216
2817055,3109434,3,0.113895216
2808929,2809443,2,0.075930144
2806749,1863539,7,0.265755505
2807478,2807483,5,0.189825361
2827899,1863539,2,0.075930144
2809591,2807441,2,0.075930144
2806627,2809443,2,0.075930144
2817223,3109434,15,0.569476082
2806726,3156877,6,0.227790433
2806886,3411234,3,0.113895216
2815675,3109434,5,0.189825361
3515517,2862113,2,0.075930144
2815660,3109434,2,0.075930144
2807319,2808948,3,0.113895216
3679457,3109434,3,0.113895216
2809577,3109434,5,0.189825361
3376608,2806827,3,0.113895216
2809311,1863539,2,0.075930144
2809583,2885173,2,0.075930144
2809482,2807483,2,0.075930144
2809077,2808948,9,0.341685649
2806953,2806749,3,0.113895216
2809347,2809443,11,0.417615793
2806840,1863539,2,0.075930144
3335049,2806827,3,0.113895216
2806706,2808987,2,0.075930144
2815703,3175045,2,0.075930144
3654411,3109434,6,0.227790433
2807224,2806715,15,0.569476082
2807426,2809347,3,0.113895216
2806586,2806623,3,0.113895216
2808696,2806625,3,0.113895216
3063677,3175045,2,0.075930144
2807353,3441031,3,0.113895216
2806915,1863539,3,0.113895216
2820841,3109434,3,0.113895216
2807178,2806625,5,0.189825361
2811212,2806726,2,0.075930144
2817161,1863539,6,0.227790433
2808906,1863539,3,0.113895216
2806935,3109434,3,0.113895216
3614319,1863539,2,0.075930144
2807483,2807413,18,0.683371298
3127008,2808875,2,0.075930144
2809514,2817161,3,0.113895216
2809177,2807064,3,0.113895216
2809466,2809347,2,0.075930144
2807450,1863539,54,2.050113895
2809132,1863539,2,0.075930144
2806788,2819581,2,0.075930144
2808774,3109434,2,0.075930144
2817089,3175045,3,0.113895216
2807411,2809443,3,0.113895216
2809505,2806624,3,0.113895216
3628226,2809443,2,0.075930144
2807380,2809443,2,0.075930144
2809579,1863539,2,0.075930144
2808662,1863539,17,0.645406226
2808748,3156877,2,0.075930144
2807448,2809443,2,0.075930144
2807291,1863539,2,0.075930144
3629370,2807441,3,0.113895216
2806881,2817223,2,0.075930144
2806593,2809443,2,0.075930144
2807254,2808815,3,0.113895216
2809575,2809443,2,0.075930144
3212662,2806827,2,0.075930144
2820878,1863539,3,0.113895216
2820846,1863539,3,0.113895216
2809043,2809443,3,0.113895216
2806868,3679294,2,0.075930144
2817194,2809251,2,0.075930144
2807215,2807483,2,0.075930144
3372315,1863539,3,0.113895216
3175045,1863539,45,1.708428246
2883853,3175045,3,0.113895216
2819581,1863539,15,0.569476082
2808715,2809443,2,0.075930144
2807074,2807441,2,0.075930144
2808679,2809443,2,0.075930144
3076503,2809443,3,0.113895216
2809227,1863539,5,0.189825361
2807373,2809419,2,0.075930144
3126747,1863539,6,0.227790433
2807001,1863539,4,0.151860289
2815681,1863539,3,0.113895216
3451417,2806860,8,0.303720577
3310853,3109434,2,0.075930144
2807317,2809443,3,0.113895216
3564358,3109434,2,0.075930144
2807354,2808686,3,0.113895216
2811222,1863539,3,0.113895216
3067287,2817223,3,0.113895216
2808676,2794123,3,0.113895216
2815602,1863539,3,0.113895216
2809172,2808948,12,0.455580866
2807004,1863539,3,0.113895216
2806882,2809598,3,0.113895216
2820837,2809077,6,0.227790433
2808711,3362487,2,0.075930144
2819620,2807126,3,0.113895216
3325200,1863539,3,0.113895216
2806871,2806750,3,0.113895216
2807126,1863539,11,0.417615793
2885173,2806684,10,0.379650721
2806689,2807413,2,0.075930144
2809251,3109434,5,0.189825361
2808951,2807064,2,0.075930144
2862113,1863539,5,0.189825361
2820888,3175045,3,0.113895216
2817172,3109434,2,0.075930144
2806661,3109434,3,0.113895216
2809506,3362487,3,0.113895216
2806780,1863539,3,0.113895216
3436349,2817223,3,0.113895216
2817145,3175045,2,0.075930144
2806699,1863539,5,0.189825361
2819586,2818092,2,0.075930144
2794123,2809443,15,0.569476082
2809192,3362487,2,0.075930144
2806692,2807483,2,0.075930144
3441031,2808948,10,0.379650721
2809289,2809598,2,0.075930144
2807490,2809443,3,0.113895216
2808692,2818085,3,0.113895216
3112021,2807450,3,0.113895216
2813327,2807250,2,0.075930144
2809592,1863539,3,0.113895216
2808909,2809419,2,0.075930144
2794014,2806650,2,0.075930144
2807127,2807413,2,0.075930144
2815653,3654411,3,0.113895216
2807410,3109434,5,0.189825361
2809450,1863539,3,0.113895216
2807352,2809443,2,0.075930144
2817192,3109434,2,0.075930144
2813310,2806991,2,0.075930144
2806827,2809443,17,0.645406226
2809355,2809443,3,0.113895216
2808761,2809483,2,0.075930144
3399371,3109434,3,0.113895216
2833469,2807478,3,0.113895216
3315062,3109434,3,0.113895216
2806609,3362487,2,0.075930144
3203755,3109434,2,0.075930144
2808843,3260023,2,0.075930144
2809432,2808948,2,0.075930144
2794060,2809443,3,0.113895216
2808943,3109434,2,0.075930144
2806658,2809225,2,0.075930144
2809067,3441031,2,0.075930144
2808781,2806650,2,0.075930144
2817319,1863539,4,0.151860289
2806990,2809222,2,0.075930144
2828837,2815610,2,0.075930144
2820904,2808686,2,0.075930144
2808720,3300579,2,0.075930144
3025351,1863539,3,0.113895216
2807185,1863539,3,0.113895216
2808987,2808948,5,0.189825361
2811217,1863539,3,0.113895216
2809186,3362487,2,0.075930144
2808901,3362487,3,0.113895216
2820848,3175045,2,0.075930144
3679294,3109434,4,0.151860289
2794047,1863539,2,0.075930144
3300579,2809443,5,0.189825361
2819574,3175045,3,0.113895216
2806669,2807413,3,0.113895216
2806821,3109434,3,0.113895216
2806663,3109434,3,0.113895216
2794012,2820824,2,0.075930144
2807162,2809443,2,0.075930144
2815647,3109434,2,0.075930144
2806601,3156877,3,0.113895216
2806864,2794062,3,0.113895216
2808832,3362487,3,0.113895216
3221762,2809419,3,0.113895216
2809267,3109434,3,0.113895216
2809598,1863539,8,0.303720577
2806716,2806749,2,0.075930144
3277655,1863539,2,0.075930144
3239811,2809000,3,0.113895216
2806715,2809443,17,0.645406226
2807302,2807413,3,0.113895216
3411234,2809459,5,0.189825361
2813317,2806750,2,0.075930144
2809002,2815610,3,0.113895216
2809170,2807413,2,0.075930144
2806702,2809483,2,0.075930144
3799718,3109434,2,0.075930144
2815711,1863539,2,0.075930144
2809085,1863539,3,0.113895216
2808894,3109434,3,0.113895216
3742753,1863539,3,0.113895216
3552021,2809443,2,0.075930144
2809359,3175045,3,0.113895216
3588563,2809443,3,0.113895216
2809313,2808948,3,0.113895216
2806641,2807094,3,0.113895216
3306611,1863539,4,0.151860289
2807468,2807483,2,0.075930144
2807481,2808835,2,0.075930144
3355144,1863539,3,0.113895216
2809128,2808662,3,0.113895216
3085608,3109434,2,0.075930144
2809222,3109434,5,0.189825361
2794062,2807224,9,0.341685649
2807357,2807413,3,0.113895216
2794022,3109434,3,0.113895216
2809339,2809443,2,0.075930144
2808730,2794123,3,0.113895216
2794052,2809443,3,0.113895216
2809428,2818092,3,0.113895216
